cap-texture,spore-pattern,stem-flexibility,ring-thickness,cap-shape,cap-surface:%3F,cap-color,gill-attachment,stalk-shape,veil-type,veil-color,ring-number,population,habitat,class
b'm',b'c',b'f',b'c',b'x',b'f',b'g',b'f',b'e',b'p',b'w',b'o',b'y',b'u',b'e'
b'o',b'f',b'j',b'b',b'x',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'u',b'p'
b'f',b'i',b'a',b'b',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'e'
b'd',b'o',b'e',b'a',b'f',b'f',b'n',b'f',b'e',b'p',b'w',b'o',b'v',b'u',b'e'
b'c',b'b',b'e',b'b',b'b',b's',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'g',b'e'
b'l',b'f',b'f',b'a',b'x',b'f',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'o',b'm',b'a',b'c',b'x',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'b',b'i',b'a',b'c',b'b',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'o',b'a',b'b',b'c',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'n',b'e',b'a',b'b',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'p',b'e'
b's',b'j',b'b',b'c',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'e'
b'h',b'c',b'd',b'b',b'x',b's',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'l',b'n',b'b',b'b',b'x',b's',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'k',b'a',b'a',b'b',b'x',b's',b'w',b'f',b'e',b'p',b'w',b'o',b'v',b'u',b'p'
b'm',b'b',b'j',b'a',b'f',b'f',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'd',b'f',b'i',b'a',b'x',b's',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'q',b'c',b'a',b'c',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'k',b'b',b'g',b'b',b'x',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'n',b'a',b'i',b'c',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'e'
b's',b'd',b'f',b'a',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'o',b'o',b'h',b'b',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'g',b'e'
b'c',b'c',b'a',b'b',b'x',b's',b'n',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'p'
b'k',b'd',b'd',b'c',b's',b'f',b'n',b'f',b'e',b'p',b'w',b'o',b'v',b'u',b'e'
b'f',b'a',b'j',b'a',b'b',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'd',b'g',b'e',b'c',b'b',b's',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'i',b'a',b'c',b'c',b'b',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'q',b'e',b'h',b'c',b'f',b'f',b'n',b'f',b'e',b'p',b'w',b'o',b'v',b'u',b'e'
b'c',b'c',b'i',b'c',b'x',b's',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'l',b'j',b'i',b'c',b'b',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'g',b'e'
b'r',b'b',b'f',b'c',b'b',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'n',b'f',b'h',b'a',b'f',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'a',b'h',b'b',b'c',b'x',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b'v',b'g',b'p'
b'i',b'b',b'f',b'b',b'x',b's',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'g',b'e'
b'c',b'j',b'i',b'c',b'x',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b's',b'd',b'b',b'c',b'f',b'f',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'q',b'd',b'e',b'c',b'f',b'f',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'u',b'e'
b'l',b'g',b'f',b'a',b'f',b's',b'g',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'g',b'n',b'c',b'c',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'l',b'j',b'g',b'b',b'b',b's',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'o',b'j',b'i',b'b',b'f',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b's',b'u',b'p'
b'f',b'g',b'i',b'a',b'x',b's',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'g',b'a',b'b',b'a',b'f',b's',b'n',b'f',b'e',b'p',b'w',b'o',b'v',b'u',b'p'
b'm',b'f',b'e',b'b',b'x',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'l',b'm',b'c',b'c',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'a',b'n',b'e',b'b',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'p',b'e'
b'f',b'h',b'i',b'a',b'x',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b's',b'p',b'e'
b'f',b'f',b'd',b'a',b'f',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b'y',b'g',b'e'
b's',b'a',b'h',b'c',b'x',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'h',b'k',b'g',b'c',b'f',b'f',b'n',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'a',b'e',b'j',b'a',b'x',b's',b'y',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'f',b'o',b'a',b'c',b'x',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'p'
b'q',b'a',b'h',b'c',b'b',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'h',b'o',b'f',b'c',b's',b'f',b'n',b'f',b'e',b'p',b'w',b'o',b'v',b'u',b'e'
b'f',b'g',b'j',b'a',b'x',b's',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'g',b'b',b'd',b'c',b'b',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'h',b'j',b'c',b'b',b'f',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'l',b'g',b'd',b'c',b'b',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'o',b'm',b'a',b'b',b'b',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'h',b'o',b'j',b'b',b'x',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'e'
b'j',b'm',b'd',b'b',b'f',b'f',b'g',b'f',b'e',b'p',b'w',b'o',b'y',b'u',b'e'
b'j',b'i',b'g',b'c',b'x',b'f',b'g',b'f',b'e',b'p',b'w',b'o',b'y',b'u',b'e'
b'k',b'm',b'd',b'b',b'b',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'k',b'a',b'f',b'b',b'x',b's',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'r',b'a',b'h',b'c',b'b',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'k',b'g',b'b',b'b',b'x',b's',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'l',b'e',b'b',b'b',b'b',b's',b'y',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'f',b'k',b'e',b'c',b'x',b's',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'l',b'l',b'a',b'b',b'x',b'f',b'g',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'i',b'l',b'j',b'b',b'f',b's',b'y',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'q',b'k',b'i',b'c',b'x',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'p'
b'g',b'j',b'h',b'a',b'x',b'f',b'w',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'h',b'c',b'd',b'a',b'b',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'h',b'd',b'i',b'b',b'x',b's',b'y',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'm',b'i',b'b',b'b',b'b',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'p',b'n',b'a',b'c',b'x',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'i',b'b',b'h',b'b',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'r',b'a',b'i',b'a',b'b',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'e',b'b',b'c',b'c',b'x',b's',b'y',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'h',b'o',b'g',b'a',b'f',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b'y',b'g',b'e'
b'i',b'o',b'j',b'b',b'x',b'f',b'w',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'r',b'b',b'e',b'c',b'x',b's',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'c',b'd',b'e',b'b',b'x',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b'v',b'g',b'p'
b'p',b'n',b'f',b'a',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'p',b'h',b'b',b'a',b'x',b'f',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'i',b'l',b'f',b'a',b'b',b's',b'y',b'f',b'e',b'p',b'w',b'o',b'n',b'g',b'e'
b's',b'a',b'i',b'c',b'x',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b'v',b'u',b'p'
b'f',b'f',b'c',b'c',b'x',b's',b'y',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'n',b'm',b'j',b'c',b'x',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'o',b'c',b'i',b'a',b'x',b'f',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'd',b'n',b'g',b'b',b'f',b's',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'g',b'a',b'g',b'a',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'm',b'd',b'g',b'c',b'f',b'f',b'y',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'i',b'n',b'j',b'b',b'x',b's',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'f',b'h',b'a',b'c',b'b',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'd',b'f',b'c',b'b',b'x',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b's',b'p',b'e'
b'f',b'o',b'g',b'b',b'b',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'g',b'e'
b'h',b'f',b'c',b'a',b'x',b's',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'c',b'o',b'i',b'a',b'x',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b'v',b'u',b'p'
b'm',b'h',b'h',b'a',b'b',b's',b'y',b'f',b'e',b'p',b'w',b'o',b'n',b'g',b'e'
b'd',b'd',b'j',b'b',b'b',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'g',b'e'
b'p',b'g',b'd',b'c',b'x',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b'v',b'u',b'p'
b'c',b'h',b'c',b'a',b'b',b's',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'j',b'm',b'd',b'c',b'b',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'n',b'k',b'j',b'b',b'b',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'f',b'n',b'g',b'a',b'x',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'g',b'e'
b'o',b'n',b'b',b'b',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'e',b'b',b'f',b'c',b'x',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b'y',b'g',b'e'
b'r',b'l',b'i',b'a',b'b',b's',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'i',b'i',b'j',b'a',b'x',b'f',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'u',b'e'
b's',b'n',b'j',b'c',b'x',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b'y',b'g',b'e'
b'g',b'd',b'h',b'c',b'x',b's',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'g',b'a',b'b',b'c',b'b',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'g',b'e'
b'j',b'e',b'i',b'b',b'x',b's',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'f',b'f',b'a',b'b',b'f',b'f',b'y',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'h',b'j',b'g',b'c',b'b',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'm',b'l',b'c',b'a',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'c',b'h',b'j',b'b',b'x',b'f',b'y',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'i',b'f',b'c',b'b',b'x',b's',b'y',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'm',b'k',b'b',b'b',b'f',b's',b'g',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b's',b'f',b'h',b'b',b'x',b'f',b'n',b'f',b'e',b'p',b'w',b'o',b'y',b'u',b'e'
b'l',b'm',b'f',b'b',b'f',b's',b'g',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'g',b'l',b'j',b'b',b'f',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b's',b'p',b'e'
b'g',b'f',b'a',b'b',b'b',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'o',b'h',b'j',b'b',b'b',b's',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b's',b'g',b'e',b'a',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'p',b'e'
b'i',b'n',b'g',b'b',b's',b'f',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'u',b'e'
b'a',b'o',b'd',b'a',b'f',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'e'
b'r',b'j',b'g',b'b',b'x',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b's',b'u',b'p'
b'f',b'k',b'c',b'a',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'e'
b'h',b'h',b'b',b'a',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'l',b'm',b'g',b'c',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'h',b'h',b'g',b'a',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'g',b'n',b'e',b'c',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'q',b'a',b'd',b'b',b'f',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b's',b'p',b'e'
b'e',b'h',b'b',b'a',b'x',b's',b'y',b'f',b'e',b'p',b'w',b'o',b'n',b'g',b'e'
b'e',b'k',b'c',b'c',b'f',b'f',b'n',b'f',b'e',b'p',b'w',b'o',b'v',b'u',b'e'
b'c',b'a',b'e',b'b',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'p',b'e'
b'c',b'j',b'g',b'b',b'x',b'f',b'y',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'n',b'd',b'h',b'b',b'b',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'n',b'g',b'e'
b'h',b'g',b'b',b'a',b'x',b'f',b'g',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'a',b'l',b'c',b'c',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'c',b'b',b'a',b'c',b'f',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b'y',b'g',b'e'
b'm',b'b',b'e',b'c',b'x',b's',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'g',b'd',b'f',b'c',b's',b'f',b'n',b'f',b'e',b'p',b'w',b'o',b'y',b'u',b'e'
b'd',b'b',b'b',b'a',b'x',b's',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'p',b'c',b'e',b'a',b'b',b's',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'g',b'e'
b'n',b'n',b'h',b'b',b's',b'f',b'n',b'f',b'e',b'p',b'w',b'o',b'y',b'u',b'e'
b'o',b'o',b'a',b'a',b'b',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'o',b'f',b'f',b'c',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'n',b'g',b'e'
b'g',b'a',b'd',b'c',b'b',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'i',b'n',b'h',b'b',b'x',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b's',b'u',b'p'
b'd',b'i',b'f',b'a',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'k',b'n',b'c',b'b',b'x',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'e',b'm',b'd',b'a',b'b',b's',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'g',b'e'
b'o',b'k',b'g',b'a',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'l',b'i',b'j',b'b',b'x',b's',b'n',b'f',b'e',b'p',b'w',b'o',b's',b'u',b'p'
b'k',b'f',b'a',b'b',b'x',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'e'
b'd',b'a',b'h',b'b',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'b',b'n',b'g',b'c',b'b',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'm',b'e',b'a',b'a',b'x',b's',b'y',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'e',b'h',b'e',b'a',b'b',b's',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'q',b'l',b'e',b'b',b'x',b's',b'y',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'l',b'k',b'a',b'a',b'b',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'g',b'e'
b'm',b'i',b'h',b'c',b'x',b'f',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'u',b'e'
b'a',b'c',b'b',b'b',b'f',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b's',b'h',b'j',b'a',b'x',b'f',b'g',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'i',b'b',b'c',b'b',b'x',b's',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'f',b'j',b'f',b'a',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'p',b'n',b'j',b'a',b'x',b'f',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'u',b'e'
b'l',b'b',b'f',b'b',b'x',b's',b'n',b'f',b'e',b'p',b'w',b'o',b's',b'u',b'p'
b'd',b'e',b'i',b'a',b'b',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'g',b'e'
b'i',b'b',b'd',b'a',b'b',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'q',b'e',b'a',b'a',b'x',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b'v',b'u',b'p'
b'e',b'a',b'd',b'a',b'b',b's',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'l',b'f',b'i',b'b',b'x',b's',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'h',b'b',b'i',b'a',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'm',b'd',b'f',b'a',b'b',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'n',b'g',b'e'
b'p',b'd',b'f',b'a',b'x',b's',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'l',b'o',b'a',b'b',b'x',b's',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'e',b'g',b'g',b'c',b'x',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'e'
b'l',b'i',b'c',b'a',b'x',b's',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'e',b'g',b'b',b'c',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'n',b'f',b'c',b'b',b'x',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b's',b'p',b'e'
b'j',b'l',b'f',b'b',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'g',b'e'
b'p',b'n',b'a',b'b',b'x',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b'v',b'g',b'p'
b'p',b'h',b'b',b'c',b'b',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'n',b'g',b'e'
b'q',b'e',b'f',b'b',b'x',b'f',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'd',b'a',b'j',b'c',b'x',b's',b'n',b'f',b'e',b'p',b'w',b'o',b's',b'u',b'p'
b'i',b'f',b'i',b'a',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'n',b'g',b'e'
b'm',b'h',b'c',b'a',b'f',b'f',b'g',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'l',b'm',b'i',b'c',b'x',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'p',b'c',b'g',b'a',b'b',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'f',b'h',b'i',b'b',b'x',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b's',b'u',b'p'
b'r',b'k',b'e',b'c',b'f',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'b',b'd',b'i',b'a',b'x',b's',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'e',b'd',b'c',b'b',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'o',b'b',b'j',b'b',b'f',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'e'
b'p',b'e',b'c',b'a',b'b',b's',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'q',b'k',b'h',b'c',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'e',b'i',b'g',b'b',b'f',b'f',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'u',b'e'
b'm',b'f',b'd',b'c',b'x',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'f',b'n',b'i',b'b',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'g',b'e'
b'a',b'a',b'g',b'a',b'b',b's',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'h',b'f',b'i',b'b',b'b',b's',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'k',b'j',b'c',b'c',b'f',b's',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'b',b'b',b'a',b'b',b'b',b's',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'h',b'c',b'e',b'b',b'x',b'f',b'y',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'g',b'a',b'g',b'c',b'x',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'k',b'a',b'i',b'b',b'b',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b's',b'e',b'j',b'b',b'x',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'e'
b's',b'i',b'g',b'b',b'x',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'e',b'a',b'b',b'c',b'x',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'r',b'h',b'j',b'a',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'e'
b'k',b'j',b'i',b'b',b'x',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'i',b'd',b'a',b'b',b'x',b's',b'y',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'i',b'i',b'c',b'a',b'x',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'm',b'o',b'd',b'b',b'x',b's',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'g',b'e'
b'd',b'k',b'e',b'b',b'f',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'a',b'o',b'j',b'b',b'b',b's',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'm',b'n',b'a',b'b',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'l',b'k',b'e',b'b',b'x',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'f',b'j',b'd',b'c',b'b',b's',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'g',b'e'
b'h',b'j',b'f',b'b',b'b',b's',b'y',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'c',b'n',b'g',b'b',b'x',b'f',b'y',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'h',b'h',b'b',b'c',b'b',b's',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'p',b'b',b'g',b'a',b'x',b's',b'g',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'f',b'j',b'e',b'b',b'b',b's',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'g',b'e'
b'h',b'k',b'g',b'a',b'b',b's',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'm',b'b',b'i',b'b',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'e'
b'e',b'j',b'b',b'c',b'f',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'e'
b'r',b'h',b'g',b'a',b'x',b's',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
